Index,Category,Condition,Paragraphe,Reference,Module_GPR,Anticholinergics,Torsadogène,Dépresseur_SNC,Médicam inapprop,Hypok,HyperK,Bradycardisant,HypoT_Ortho,Pro_convul,Inducteur_enz,Anticholinergic_Central,Hypoglycemia
Terazosine [DYSALFA],Contrôle des indications et stratégie thérapeutique :,Antécédent d'Hypertrophie Bénigne de la Prostate :,Prise en charge de l’hypertrophie bénigne de la prostate. Médicament majorant le risque d’hypotension orthostatique avec risque de chutes en particulier chez les personnes sujettes à des hypotensions orthostatiques et/ou traitées par des antihypertenseurs. A prendre en compte. Privilégier des inhibiteurs sélectifs du récepteur alpha 1A telles que la Tamsulosine et la Silodosine.,"RCP du médicament, REMEDI[e]S Limoge CRPV",Unchecked,0,0,0,0,0,0,0,1,0,0,0,0
Terazosine [DYSALFA],Contrôle des indications et stratégie thérapeutique :,Prescription chez une femme sans antécédent d'HTA :,Prise en charge d'un trouble mictionnelle. Médicament majorant le risque d’hypotension orthostatique avec risque de chutes en particulier chez les personnes sujettes à des hypotensions orthostatiques et/ou traitées par des antihypertenseurs. A prendre en compte. Privilégier des inhibiteurs sélectifs du récepteur alpha 1A telles que la Tamsulosine et la Silodosine.,"RCP du médicament, REMEDI[e]S Limoge CRPV",Unchecked,0,0,0,0,0,0,0,1,0,0,0,0
Terazosine [DYSALFA],Contrôle des indications et stratégie thérapeutique :,Antécédent d'HTA :,"Prise en charge de l’HTA. Risque majoré d’hypotension orthostatique et de chutes, vertiges, troubles du sommeil et incontinence urinaire. Rappel objectif tensionnel : 140/90 mmHg voire 150/90 mmHg pour perfusion cérébrale.","RCP du médicament, REMEDI[e]S Limoge CRPV",Unchecked,0,0,0,0,0,0,0,1,0,0,0,0
Terazosine [DYSALFA],Contrôle des posologies :,Prescription le matin :,"Privilégier une prescription de l'alpha-bloquant au soir afin de minimiser le risque d'hypotension orthostatique et, par conséquent, de chute. ",RCP du médicament,Unchecked,0,0,0,0,0,0,0,1,0,0,0,0
Terazosine [DYSALFA],Contrôle des contre-indications et précautions d'emplois :,DFG < 30 ml/min :,Attention ! Médicament contre-indiqué chez le patient insuffisant rénal sévère. Préconiser un arrêt de ce traitement.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,1,0,0,0,0
Terazosine [DYSALFA],Contrôle des contre-indications et précautions d'emplois :,Antécédent d'hypotension orthostatique (Co-prescription GUTRON ou FLUCORTAC) :,"Attention ! Médicament contre-indiqué en cas d'antécédent d'hypotension orthostatique (Risque élevé de chute chez la personne âgée). Préconiser l'arrêt du traitement et privilégier, si un traitement pharmacologique est nécessaire, la silodosine qui n'est pas contre-indiqué ou un inhibiteur de la 5-alpha réductase (ex : Finsatéride) avec surveillance d'apparition de cas d'anxiété et/ou de dépression sous ce traitement.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,1,0,0,0,0
Terazosine [DYSALFA],Contrôle des intéractions médicamenteuses :,Si co-prescription urapidil :,"L’utilisation concomitante de l’urapidil et de la térazosine fait l’objet d’une association déconseillée (Thésaurus de l’ANSM, 2020) à cause d’une majoration de l'effet hypotenseur à risque d’hypotension orthostatique sévère.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,0,1,0,0,0,0
Tertatolol [ARTEC],Contrôle des indications et stratégie thérapeutique :,Antécédent d'HTA :,"Prise en charge de l'HTA. Bêta-bloquant non cardiosélectif et sans ASI (= effet bradycardisant au repos plus important et asthénie plus importante). Pour la tension, privilégier les bétabloquants avec une ASI (ex : pindolol, si asthme ou BPCO : acébutolol). Préconiser une diminution à la plus petite posologie avant le switch vers un autre bêta-bloquant.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Tertatolol [ARTEC],Contrôle des posologies :,Insuffisance hépatique (Taux de prothrombine inférieur à 70 %) :,"Chez l'insuffisant hépatique (taux de prothrombine inférieur à 70 %), la posologie doit être réduite à 1/2 comprimé par jour.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Tertatolol [ARTEC],Contrôle des contre-indications et précautions d'emplois :,Patient présentant une bradycardie (FC < 55 batt/min) :,Fréquence cardiaque à ... batt/min. Préconiser de revoir la posologie du bêta-bloquant.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Tertatolol [ARTEC],Contrôle des contre-indications et précautions d'emplois :,Antécédent d’asthme ou de BPCO :,"Attention médicament contre-indiqué en cas d’asthme ou de BPCO. Si l’asthme ou la BPCO est légère à modéré privilégier les bêta-bloquant cardioséléctifs. En cas de contre-indication aux bêta-bloquants, le Vérapamil est indiqué dans le post-infarctus et la fibrillation auriculaire sans insuffisance cardiaque. En cas d’HTA, privilégier un Inhibiteur calcique non bradycardisant (Amlodipine ou Lercanidipine). En cas de fibrillation auriculaire symptomatique avec insuffisance cardiaque, privilégier l’amiodarone.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Tertatolol [ARTEC],Contrôle des contre-indications et précautions d'emplois :,Antécédent de bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé :,"Attention médicament contre-indiqué en cas bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé. En cas de contre-indication aux bêta-bloquants, le Vérapamil (UNIQUEMENT si le patient dispose d'un pacemaker) est indiqué dans le post-infarctus et la fibrillation auriculaire sans insuffisance cardiaque. En cas d’HTA, privilégier un Inhibiteur calcique non bradycardisant (Amlodipine ou Lercanidipine). En cas de fibrillation auriculaire symptomatique avec insuffisance cardiaque, privilégier l’amiodarone.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Tertatolol [ARTEC],Contrôle des intéractions médicamenteuses :,"Co-prescription Diltiazem, Vérapamil ou Sotalol :","Attention ! L'association des bêta-bloquants avec le [Diltiazem/Vérapamil/Sotalol] fait l'objet d'une association déconseillée pour troubles de l'automatisme (bradycardie excessive, arrêt sinusal), troubles de la conduction sino-auriculaire et auriculo-ventriculaire et défaillance cardiaque. Si cette association est intentionnelle, elle ne doit se faire que sous surveillance clinique et ECG étroite, en particulier chez le sujet âgé, sinon préconiser l'arrêt du [Diltiazem/Vérapamil/Sotalol].",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Terbutaline [BRICANYL],Contrôle des indications et stratégie thérapeutique :,Antécédent d'asthme ou de BPCO :,Prise en charge symptomatique de la crise d'asthme ou des exacerbation au cours de la maladie asthmatique ou de la bronchite chronique obstructive. À poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
THEALOSE,Contrôle des indications et stratégie thérapeutique :,Antécédent de sécheresse oculaire :,Prise en charge de la sécheresse oculaire. A poursuivre si besoin.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Thiamazol [THYROZOL],Contrôle des indications et stratégie thérapeutique :,Antécédent d'hyperthyroïdie sans précision :,Prise en charge d'une hyperthyroïdie. À poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Thiamazol [THYROZOL],Contrôle des indications et stratégie thérapeutique :,Antécédent d'hyperthyroïdie de Basedow :,Prise en charge de l'hyperthyroïdie de Basedow. À poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Thiamazol [THYROZOL],Contrôle des contre-indications et précautions d'emplois :,PNN < 0.5 g/L :,"Attention ! Les PNN sont inférieur à 0,5 g/L. Le traitement par Carbimazole doit être immédiatement interrompu. ",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Thiamazol [THYROZOL],Contrôle des contre-indications et précautions d'emplois :,Signe ou symptôme d'atteint hépatique :,"En cas d'apparition de signes ou de symptômes d'atteinte hépatique, le traitement par carbimazole doit être stoppé et des tests de la fonction hépatiques immédiatement pratiqués.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Ticagrelor [BRILIQUE],Contrôle des indications et stratégie thérapeutique :,"Antécédent de cardiopathie ischémique (SCA ST+ (=Infarctus du myocarde) ou ST-(=Angor instable), SCC (=Angor stable), AIT, AVC ischémique, AOMI) :","Prévention, secondaire à une pathologie artérielle ischémique confirmée [indiquer laquelle + si possible la date], des complications cardiovasculaires et/ou cérébrovasculaires liées à l'athérosclérose, en association à l'aspirine faible dose. A reprendre.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Ticagrelor [BRILIQUE],Contrôle des indications et stratégie thérapeutique :,En monothérapie ou Co-prescription clopidogrel : ,"Error 404 !!!! En monothérapie : Stratégie thérapeutique non respécté (allergie, intolérance ou contre-indication à l'aspirine ?). Co-prescritpion Clopidogrel : WTF ??? Prescription de 2 antagonistes au récepteur P2Y12 à l'ADP. A REVOIR.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Ticagrelor [BRILIQUE],Contrôle des intéractions médicamenteuses :,"Co-prescription inhibiteur de la recapture à la sérotonine (ISRS, IRSNa, antidépresseurs tricycliques, tramadol, lithium) :",Prendre en compte la majoration du risque hémorragique avec les inhibiteurs de recapture à la sérotonine tel que [Indiqué le médicament concerné].,Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Ticagrelor [BRILIQUE],Contrôle des intéractions médicamenteuses :,Co-prescription inhibiteurs puissants du CYP 3A4 :,"Attention ! L'association du ticagrelor avec [Insérer le médicament], inhibiteur puissant du CYP 3A4, fait l'objet d'une CONTRE-INDICATION par augmentation des concentrations plasmatiques du ticagrelor du fait d'une diminution de son me?tabolisme he?patique (CYP3A4)par l’inhibiteur. ",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Ticagrelor [BRILIQUE],Contrôle des intéractions médicamenteuses :,Co-prescription anticonvulsivant inducteur enzymatique :,"Attention ! Diminution importante des concentrations plasmatiques de ticagrelor par augmentation de son me?tabolisme he?patique par l'anticonvulsivant inducteur enzymatique (ASSOCIATION DÉCONSEILLÉE), avec risque de diminution de l’effet the?rapeutique. Privilégier un traitement par [aspirine à faible dose/clopidogrel].",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Ticagrelor [BRILIQUE],Contrôle des intéractions médicamenteuses :,"En association avec Diltiazem, Vérapamil, Amlodipine, Amiodarone ou Fluconazole :","Attention, risque d’augmentation des concentrations plasmatiques du ticagrelor du fait d'une diminution de son métabolisme hépatique par le [Diltiazem / Vérapamil] (inhibition du CYP 3A4).",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Timolol en comprimé [MODUCREN],Contrôle des indications et stratégie thérapeutique :,Antécédent d'HTA :,"Prise en charge de l'HTA en cas d'échec à une autre thérapeutique. Bêta-bloquant non cardiosélectif et sans ASI (= effet bradycardisant au repos plus important et asthénie plus importante). Pour la tension, privilégier les bétabloquants avec une ASI (ex : pindolol, si asthme ou BPCO : acébutolol). Préconiser une diminution à la plus petite posologie avant le switch vers un autre bêta-bloquant.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en comprimé [MODUCREN],Contrôle des contre-indications et précautions d'emplois :,Patient présentant une bradycardie (FC < 55 batt/min) :,Fréquence cardiaque à ... batt/min. Préconiser de revoir la posologie du bêta-bloquant.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en comprimé [MODUCREN],Contrôle des contre-indications et précautions d'emplois :,Antécédent d’asthme ou de BPCO :,"Attention médicament contre-indiqué en cas d’asthme ou de BPCO. Si l’asthme ou la BPCO est légère à modéré privilégier les bêta-bloquant cardioséléctifs. En cas de contre-indication aux bêta-bloquants, le Vérapamil est indiqué dans le post-infarctus et la fibrillation auriculaire sans insuffisance cardiaque. En cas d’HTA, privilégier un Inhibiteur calcique non bradycardisant (Amlodipine ou Lercanidipine). En cas de fibrillation auriculaire symptomatique avec insuffisance cardiaque, privilégier l’amiodarone.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en comprimé [MODUCREN],Contrôle des contre-indications et précautions d'emplois :,Antécédent de bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé :,"Attention médicament contre-indiqué en cas bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé. En cas de contre-indication aux bêta-bloquants, le Vérapamil (UNIQUEMENT si le patient dispose d'un pacemaker) est indiqué dans le post-infarctus et la fibrillation auriculaire sans insuffisance cardiaque. En cas d’HTA, privilégier un Inhibiteur calcique non bradycardisant (Amlodipine ou Lercanidipine). En cas de fibrillation auriculaire symptomatique avec insuffisance cardiaque, privilégier l’amiodarone.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en comprimé [MODUCREN],Contrôle des intéractions médicamenteuses :,"Co-prescription Diltiazem, Vérapamil ou Sotalol :","Attention ! L'association des bêta-bloquants avec le [Diltiazem/Vérapamil/Sotalol] fait l'objet d'une association déconseillée pour troubles de l'automatisme (bradycardie excessive, arrêt sinusal), troubles de la conduction sino-auriculaire et auriculo-ventriculaire et défaillance cardiaque. Si cette association est intentionnelle, elle ne doit se faire que sous surveillance clinique et ECG étroite, en particulier chez le sujet âgé, sinon préconiser l'arrêt du [Diltiazem/Vérapamil/Sotalol].",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en comprimé [TIMACOR],Contrôle des indications et stratégie thérapeutique :,Antécédent d'HTA (posologie max = 60 mg/j réparties dans la journée) :,"Prise en charge de l'HTA. Bêta-bloquant non cardiosélectif et sans ASI (= asthénie et effet bradycardisant au repos plus important). Pour la tension, privilégier les bétabloquants avec une ASI (ex : pindolol, si asthme ou BPCO : acébutolol). Préconiser une diminution à la plus petite posologie avant le switch vers un autre bêta-bloquant.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en comprimé [TIMACOR],Contrôle des indications et stratégie thérapeutique :,Antécédent d'angor (posologie = de 15 à 45 mg/j) :,"Prophylaxie des crises d'angor d'effort. Bêta-bloquant non cardiosélectif sans ASI (= asthénie et effet bradycardisant au repos plus important). Pour l'angor, privilégier les bétabloquants cardiosélectifs et sans ASI (bisoprolol, métoprolol). Préconiser une diminution à la plus petite posologie avant le switch vers un autre bêta-bloquant.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en comprimé [TIMACOR],Contrôle des indications et stratégie thérapeutique :,Antécédent d’infarctus du myocarde (posologie = 1 comprimé 2 fois par jour) :,"Traitement médicamenteux post-infarctus (Protocole BASIC) quelle que soit la pression artérielle et la fonction ventriculaire gauche. Bêta-bloquant non cardiosélectif (= à risque de bronchospasme) sans ASI (= effet bradycardisant au repos plus important et asthénie plus importante). Privilégier les bétabloquants cardiosélectifs et avec une ASI (acébutolol, céliprolol). Préconiser une diminution à la plus petite posologie avant le switch vers un autre bêta-bloquant.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en comprimé [TIMACOR],Contrôle des contre-indications et précautions d'emplois :,Patient présentant une bradycardie (FC < 55 batt/min) et bêta-bloquant indiqué pour la tension :,"Fréquence cardiaque à ... batt/min. Préconiser de revoir la posologie du bêta-bloquant ou de privilégier un traitement par bêta-bloquant avec ASI (ex : Pindolol ou, si antécédent d'asthme ou de BPCO légère à modéré : Acébutolol). ",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en comprimé [TIMACOR],Contrôle des contre-indications et précautions d'emplois :,Patient présentant une bradycardie (FC < 55 batt/min) et bêta-bloquant indiqué pour l'angor :,Fréquence cardiaque à ... batt/min. Préconiser de revoir la posologie du bêta-bloquant.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en comprimé [TIMACOR],Contrôle des contre-indications et précautions d'emplois :,Antécédent d’asthme ou de BPCO :,"Attention médicament contre-indiqué en cas d’asthme ou de BPCO. Si l’asthme ou la BPCO est légère à modéré privilégier les bêta-bloquant cardioséléctifs. En cas de contre-indication aux bêta-bloquants, le Vérapamil est indiqué dans le post-infarctus et la fibrillation auriculaire sans insuffisance cardiaque. En cas d’HTA, privilégier un Inhibiteur calcique non bradycardisant (Amlodipine ou Lercanidipine). En cas de fibrillation auriculaire symptomatique avec insuffisance cardiaque, privilégier l’amiodarone.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en comprimé [TIMACOR],Contrôle des contre-indications et précautions d'emplois :,Antécédent de bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé :,"Attention médicament contre-indiqué en cas bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé. En cas de contre-indication aux bêta-bloquants, le Vérapamil (UNIQUEMENT si le patient dispose d'un pacemaker) est indiqué dans le post-infarctus et la fibrillation auriculaire sans insuffisance cardiaque. En cas d’HTA, privilégier un Inhibiteur calcique non bradycardisant (Amlodipine ou Lercanidipine). En cas de fibrillation auriculaire symptomatique avec insuffisance cardiaque, privilégier l’amiodarone.",RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en comprimé [TIMACOR],Contrôle des intéractions médicamenteuses :,"Co-prescription Diltiazem, Vérapamil ou Sotalol :","Attention ! L'association des bêta-bloquants avec le [Diltiazem/Vérapamil/Sotalol] fait l'objet d'une association déconseillée pour troubles de l'automatisme (bradycardie excessive, arrêt sinusal), troubles de la conduction sino-auriculaire et auriculo-ventriculaire et défaillance cardiaque. Si cette association est intentionnelle, elle ne doit se faire que sous surveillance clinique et ECG étroite, en particulier chez le sujet âgé, sinon préconiser l'arrêt du [Diltiazem/Vérapamil/Sotalol].",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en collyre [GELTIM LP /TIMABAK / TIMOCOMOD / TIMOPTOL],Contrôle des indications et stratégie thérapeutique :,Antécédent de glaucome à angle ouvert :,Prise en charge du glaucome à angle ouvert. A reprendre.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en collyre [GELTIM LP /TIMABAK / TIMOCOMOD / TIMOPTOL],Contrôle des contre-indications et précautions d'emplois :,Patient présentant une bradycardie (FC < 55 batt/min) :,Fréquence cardiaque à ... batt/min. Préconiser l'arrêt temporaire de ce médicament en privilégiant les collyres ne contenant pas de timolol.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en collyre [GELTIM LP /TIMABAK / TIMOCOMOD / TIMOPTOL],Contrôle des contre-indications et précautions d'emplois :,Antécédent d’asthme ou de BPCO :,Attention médicament contre-indiqué en cas d’asthme ou de BPCO. Préconiser de substituer ce médicament par un collyre ne contenant pas de timolol.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en collyre [GELTIM LP /TIMABAK / TIMOCOMOD / TIMOPTOL],Contrôle des contre-indications et précautions d'emplois :,Antécédent de bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé :,Attention médicament contre-indiqué en cas bloc auriculo-ventriculaire du 2ème ou 3ème degré appareillé ou non appareillé. Préconiser de substituer ce médicament par un collyre ne contenant pas de timolol.,RCP du médicament,Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
Timolol en collyre [GELTIM LP /TIMABAK / TIMOCOMOD / TIMOPTOL],Contrôle des intéractions médicamenteuses :,"Co-prescription Diltiazem, Vérapamil ou Sotalol :","Attention ! L'association des bêta-bloquants avec le [Diltiazem/Vérapamil/Sotalol] fait l'objet d'une association déconseillée pour troubles de l'automatisme (bradycardie excessive, arrêt sinusal), troubles de la conduction sino-auriculaire et auriculo-ventriculaire et défaillance cardiaque. Préconiser de substituer ce médicament par un collyre ne contenant pas de timolol.",Thesaurus de l'ANSM (Oct 2020),Unchecked,0,0,0,0,0,0,1,0,0,0,0,0
TITANOREINE,Contrôle des indications et stratégie thérapeutique :,Antécédent d'hémorroïde :,"Traitement symptomatique des manifestations douloureuses et prurigineuses anales, en particulier lors de la crise hémorroïdaire. À poursuivre si besoin.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Tixocortol [PIVALONE],Contrôle des indications et stratégie thérapeutique :,Par défaut :,"Prise en charge de rhinite allergique, saisonnière ou perannuelle. A reprendre si besoin.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Tolcapone [TASMAR],,Co-prescription L-DOPA :,"Attention ! La tolcapone est sujette à un risque d'insuffisance hépatique aiguë, rare, mais parfois mortelle. Médicament restreint aux patients ayant des fluctuations motrices répondant à la L-dopa, et qui n'ont pas répondu ou ont été intolérants à l’entacapone. Elle requirt la réalisation d'un bilan hépatique préthérapeutique et un suivi biologique rapproché. Surveillance de la fonction hépatique ++.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,1,0,0,0,0
Tolterodine [DETRUSITOL],Contrôle des indications et stratégie thérapeutique :,Antécédent d'incontinence urinaire :,Prise en charge symptomatique de l'incontinence urinaire. La tolterodine traverse la barrière hémato-encéphalique déployant un effet anticholinergique au niveau du système nerveux central responsable de trouble cognitifs et confusionnels. Une précaution d’emploi est à prendre en cas de constipation chronique. Privilégier le flavoxate (URISPAS) qui n'a pas/peu d'effet anticholinergique.,"RCP du médicament, REMEDI[e]S CRPV de Limoge",Unchecked,1,0,0,1,0,0,0,0,0,0,0,0
Tolterodine [DETRUSITOL],Contrôle des indications et stratégie thérapeutique :,Antécédent de pollakiurie :,Prise en charge symptomatique de la pollakiurie. La tolterodine traverse la barrière hémato-encéphalique déployant un effet anticholinergique au niveau du système nerveux central responsable de trouble cognitifs et confusionnels. Une précaution d’emploi est à prendre en cas de constipation chronique. Privilégier le flavoxate (URISPAS) qui n'a pas/peu d'effet anticholinergique.,"RCP du médicament, RCP du médicament, REMEDI[e]S CRPV de Limoge",Unchecked,1,0,0,1,0,0,0,0,0,0,0,0
Tolterodine [DETRUSITOL],Contrôle des indications et stratégie thérapeutique :,Antécédent d'impériosité urinaire :,Prise en charge symptomatique de l'impériosité urinaire. La tolterodine traverse la barrière hémato-encéphalique déployant un effet anticholinergique au niveau du système nerveux central responsable de trouble cognitifs et confusionnels. Une précaution d’emploi est à prendre en cas de constipation chronique. Privilégier le flavoxate (URISPAS) qui n'a pas/peu d'effet anticholinergique.,"RCP du médicament, RCP du médicament, REMEDI[e]S CRPV de Limoge",Unchecked,1,0,0,1,0,0,0,0,0,0,0,0
Tolterodine [DETRUSITOL],Contrôle des indications et stratégie thérapeutique :,Sans antécédent : ,Prise en charge symptomatique de la pollakiurie et/ou de l'impériosité urinaire et/ou de l'incontinence urinaire par impériosité pouvant s'observer en cas d'hyperactivité vésicale.. La tolterodine traverse la barrière hémato-encéphalique déployant un effet anticholinergique au niveau du système nerveux central responsable de trouble cognitifs et confusionnels. Une précaution d’emploi est à prendre en cas de constipation chronique. Privilégier le flavoxate (URISPAS) qui n'a pas/peu d'effet anticholinergique.,"RCP du médicament, RCP du médicament, REMEDI[e]S CRPV de Limoge",Unchecked,1,0,0,1,0,0,0,0,0,0,0,0
Tolterodine [DETRUSITOL],Contrôle des contre-indications et précautions d'emplois :,Antécédent de constipation chronique ou patient admis aux urgences pour fécalome :,Médicament aggravant la constipation et pouvant être sujet à des fécalomes.,RCP du médicament,Unchecked,1,0,0,1,0,0,0,0,0,0,0,0
Tramadol [TOPALGIC / CONTRAMAL],Contrôle des indications et stratégie thérapeutique :,Par défaut :,"Antalgique de palier 2 à proscrire chez le sujet âgé. Médicament à l’origine de troubles confusionnels, de chute et à risque de syndrome sérotoninergique. Privilégier le palier 1 (Paracétamol 1g si plus de 50 kg 3 fois par jour en systématique , sinon prise de 500 mg). Si douleurs importantes, privilégier le palier 3 (morphiniques) avec co-prescription de laxatif.",RCP du médicament,Unchecked,0,0,1,1,0,0,0,0,1,0,0,0
Tramadol [TOPALGIC / CONTRAMAL],Contrôle des contre-indications et précautions d'emplois :,Antécédent d'épilepsie :,Attention ! Médicament abaissant le seuil épileptogène. Réévaluer la balance bénéfice/risque en cas d'apparition ou d'augmentation des crises épileptiques malgré le traitement de fond. ,RCP du médicament,Unchecked,0,0,1,1,0,0,0,0,1,0,0,0
Tramadol [TOPALGIC / CONTRAMAL],Contrôle des contre-indications et précautions d'emplois :,Patient admis aux urgences pour insuffisance respiratoire (PaO2 < 60 mmHg) :,Attention ! Médicament aggravant l’insuffisance respiratoire.,RCP du médicament,Unchecked,0,0,1,0,0,0,0,0,0,0,0,0
Travoprost [TRAVATAN / SINETRAV / VIZITRAV],Contrôle des indications et stratégie thérapeutique :,Antécédent de glaucome à angle ouvert :,Prise en charge du glaucome à angle ouvert. A reprendre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Fluticasone/Umeclidinium/Vilanterol [TRELEGY ELLIPTA],Contrôle des indications et stratégie thérapeutique :,Antécédent de BPCO :,Prise en charge de la BPCO modérée à sévère. A poursuivre.,RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Fluticasone/Umeclidinium/Vilanterol [TRELEGY ELLIPTA],Contrôle des contre-indications et précautions d'emplois :,Aucune mention de la nécéssité de se rinçer la bouche après utilisation :,"Préconiser la mention ""Se rincer la bouche après chaque utilisation"" sur l'ordonnance.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Triamcinolone [NASACORT],Contrôle des indications et stratégie thérapeutique :,Par défaut :,"Prise en charge de rhinite allergique, saisonnière ou perannuelle. A reprendre si besoin.",RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Triamterene [PRESTOLE],Contrôle des indications et stratégie thérapeutique :,(À TRAITER),(À TRAITER),RCP du médicament,Unchecked,0,0,0,0,0,0,0,0,0,0,0,0
Trihexyphenidyle [PARKINANE],Contrôle des indications et stratégie thérapeutique :,Antécédent de maladie de Parkinson :,"Prise en charge de la maladie de Parkinson. Les anticholinergiques antiparkinsoniens sont moins utilisés dans le traitement de la maladie de Parkinson en raison d’un rapport bénéfice/risque faible : effets anticholinergiques périphériques (constipation, rétention urinaire, trouble de l’accommodation , tachycardie) et centraux (troubles confusionnels). Privilégier le traitement de 1ère intention chez le sujet de plus de 65 ans : La L-DOPA.","RCP du médicament, Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Unchecked,1,0,0,1,0,0,0,0,0,0,0,0
Trihexyphenidyle [PARKINANE],Contrôle des indications et stratégie thérapeutique :,Co-prescription neuroleptique :,"Anticholinergique antiparkinsonien indiqué dans le syndrome pseudo-parkinsonien induit par les neuroleptiques. Médicament pourvoyeur d’effets anticholinergiques périphériques (constipation, rétention urinaire, trouble de l’accommodation , tachycardie) et centraux (troubles confusionnels). Rappel : L’utilisation d’antiparkinsoniens anticholinergiques n’est pas recommandée en prophylaxie de routine. À éviter chez la personne âgée.","RCP du médicament, Beers List 2019 American Geriatrics Society, REMEDI[e]S Limoge CRPV",Unchecked,1,0,0,1,0,0,0,0,0,0,0,0
